label,user_mentions,exc_count,quest_count,ellipsis_count,interjection_count,uppercase_count,rep_letter,tweet_score,positive_word,negative_word,polarity,noun_count,verb_count,intensifier_count,bi,tri,uni,emoji_score,emoji_tweet_flip,hashtag_score
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,-0.6615,0,4,0,0,4,0,-1,-1,-1,0,1,0
0,0,0,0,0,0,0,4,0.4959,1,3,0,1,3,0,-0.432,-0.148,-0.7138,0.891,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0.3818,1,1,0,1,1,0,0.7398,0.6882,0.3699,0,1,0
0,0,0,0,0,0,0,2,0.4404,1,0,0,1,0,0,0.8808,1,0.4404,0,1,0
0,0,0,1,0,0,0,0,0.8934,1,0,0,1,0,0,0.9176,1,0.4588,0.8271,0,0
0,1,0,0,0,0,0,1,0.7377,2,2,0,2,2,0,0.5272,1,0.2636,0,1,0
0,0,0,0,0,0,1,4,0.3612,2,1,0,2,1,0,0.3636,0.0454,0.3612,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,3,0.9042,4,0,0,4,0,0,1,1,1,0,1,0
0,1,0,0,0,0,0,1,0.8519,2,0,0,2,0,0,1,1,1,0,1,0
0,0,1,0,0,0,1,3,0.7636,3,2,0,3,2,0,0.5124,0.5629,0.2562,0,1,0
0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,-0.7184,1,2,0,1,2,0,-0.157,0.2645,-0.5785,0,1,0
0,0,0,0,0,0,0,1,0.6808,2,0,0,2,0,0,1,1,0.843,0,1,0
0,1,0,0,0,0,8,0,-0.9253,0,0,0,0,0,0,0,0,0,-0.8519,1,0
0,0,0,0,0,0,0,1,0.2081,3,0,0,3,0,0,1,1,1,0,1,0
0,1,0,0,0,0,1,2,0.1779,1,1,0,1,1,0,0.2888,0.4332,0.1444,0,1,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,1,0,0,0,0,1,0.1531,1,1,0,1,1,0,0.2858,0.4287,0.1429,0,1,0
0,1,1,1,0,0,0,0,0.6908,3,0,0,3,0,0,1,1,0.8619,0,1,0
0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,1,1,0.6369,1,0,0,1,0,0,1,1,0.6369,0,1,0.6369
0,0,0,0,0,0,1,2,0.5267,1,0,0,1,0,0,1,1,0.5267,0,1,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,1,-0.2732,1,1,0,1,1,0,-0.3924,-0.6722,-0.1962,0,1,0
0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,1,0.34,1,0,0,1,0,0,0.68,1,0.34,0,1,0
0,0,0,0,0,0,0,1,0.1027,4,2,0,4,2,0,-0.6036,-0.8452,0.1203,0,1,0
0,0,0,0,0,0,0,1,0.7096,2,0,0,2,0,0,1,1,0.8879,0,1,0
0,0,0,0,0,0,0,1,-0.3182,0,1,0,0,1,0,-0.6364,-0.9546,-0.3182,0,1,0
0,2,0,1,0,0,0,0,-0.5574,0,1,0,0,1,0,-1,-1,-0.5574,0,1,0
0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0,0.8477,3,1,0,3,1,0,1,1,0.9364,0,1,0
0,0,0,0,0,0,0,3,0.6124,2,0,0,2,0,0,1,1,0.7201,0,1,0
0,0,0,0,0,0,1,1,-0.1527,1,2,0,1,2,0,-1,-1,-0.5859,0.3612,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,0.6967,4,0,0,4,0,0,1,1,1,0,1,0
0,2,0,0,0,0,0,3,0.7184,2,0,0,2,0,0,1,1,0.9125,0,1,0
0,0,0,0,0,0,0,3,-0.374,1,1,0,1,1,0,0.3302,0.4953,0.1651,0,1,0
0,1,0,0,0,0,0,0,0.3612,1,0,0,1,0,0,0.7224,0.7224,0.3612,0,1,0
0,4,0,0,0,0,1,2,-0.8074,0,2,0,0,2,0,-1,-1,-1,0,1,0
0,0,0,0,0,0,0,3,0.7786,2,0,0,2,0,0,1,1,0.8619,0,1,0
0,0,0,0,0,0,0,1,0.5574,2,0,0,2,0,0,1,1,0.6344,0,1,0
0,0,0,0,0,0,1,2,0.4939,1,0,0,1,0,0,0.9878,0.9878,0.4939,0,1,0
0,0,0,0,0,0,0,1,0.5719,1,0,0,1,0,0,1,1,0.5719,0,1,0
0,0,0,0,0,0,0,1,-0.946,1,0,0,1,0,0,0.8038,1,0.4019,-0.9584,1,0
0,0,0,0,0,0,0,0,-0.3818,0,1,0,0,1,0,-0.7636,-1,-0.3818,0,1,0
0,0,0,0,0,0,3,0,0.8743,2,0,0,2,0,0,1,1,1,0,1,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0.6597,2,0,0,2,0,0,1,1,0.7988,0,1,0
0,0,1,0,0,0,1,2,-0.2584,1,0,0,1,0,0,0.68,1,0.34,0,1,0
0,1,0,2,0,0,1,0,0.7184,1,1,0,1,1,0,0.5938,0.9107,0.2969,0,1,0
0,0,0,0,0,0,1,3,0.6705,2,0,0,2,0,0,1,1,0.8234,0,1,0
0,1,0,0,1,0,0,3,0.3612,1,0,0,1,0,0,0.7224,1,0.3612,0,1,0
0,0,0,0,1,0,0,1,-0.4019,0,1,0,0,1,0,-0.8038,-1,-0.4019,0,1,0
0,0,1,0,0,0,0,0,-0.1779,1,1,0,1,1,0,-0.9534,-1,-0.4767,0,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0.7096,4,0,0,4,0,0,1,1,0.8953,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,-0.4939,0,1,0,0,1,0,-0.9878,-1,-0.4939,0,1,0
0,0,0,0,0,0,0,2,0.7506,2,0,0,2,0,0,1,1,0.9606,0,1,0
0,0,0,0,0,0,0,8,0.9217,4,0,0,4,0,0,1,1,1,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0.9042,4,0,0,4,0,0,1,1,1,0,1,0
0,1,0,0,0,0,0,1,0.5719,1,0,0,1,0,0,1,1,0.5719,0,1,0
0,1,0,0,0,0,0,2,0.2732,1,0,0,1,0,0,0.5464,0.8196,0.2732,0,1,0
0,0,0,1,0,0,0,3,-0.296,1,1,0,1,1,0,-0.4878,-0.7317,-0.2439,0,1,0
0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,0.2944,1,0,0,1,0,0,0.4526,0.6789,0.2263,0,1,0
0,0,0,0,0,0,0,0,0.5267,1,0,0,1,0,0,1,1,0.5267,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0.3182,1,0,0,1,0,0,0.6364,0.9546,0.3182,0,1,0
0,0,0,0,0,0,1,2,0.3612,1,0,0,1,0,0,0.7224,1,0.3612,0,1,0
0,0,0,0,0,0,0,0,-0.5423,0,1,0,0,1,0,-1,-1,-0.5423,0,1,0
0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,0,0,0,2,3,0.9531,2,0,0,2,0,0,1,1,1,0.8402,0,0
0,0,0,0,0,0,1,0,-0.5667,2,0,0,2,0,0,1,1,0.8288,0,1,0
0,0,0,0,0,0,0,0,0.6124,1,0,0,1,0,0,1,1,0.6124,0,1,0
0,0,0,0,0,0,1,6,0.4404,1,0,0,1,0,0,0.8808,1,0.4404,0,1,0
0,1,0,0,2,0,0,3,0.8807,3,0,0,3,0,0,1,1,1,0,1,0
0,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,1,2,-0.5719,1,2,0,1,2,0,-0.5,-0.25,-0.6119,0,1,0
0,2,0,0,0,0,0,2,0.4939,1,0,0,1,0,0,0.9878,1,0.4939,0,1,0
0,1,0,0,0,0,0,4,-0.5457,2,3,0,2,3,0,-0.1962,0.2057,-0.4464,0,1,0
0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,0,0,2,-0.7902,0,2,0,0,2,0,-1,-1,-1,0,1,0
0,0,0,0,0,0,0,7,-0.7506,2,3,0,2,3,0,-0.1192,0.3212,-0.5596,0,1,0
0,0,0,0,0,0,1,0,0.1719,1,3,0,1,3,0,-1,-1,-0.7893,0,1,0
0,2,0,0,0,0,0,2,-0.8625,0,3,0,0,3,0,-1,-1,-1,0,1,0
0,0,0,0,0,0,0,1,0.6908,2,0,0,2,0,0,1,1,0.8551,0,1,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,0.9231,5,0,0,5,0,0,1,1,1,0,1,0
0,0,1,0,0,0,0,1,0.4019,1,0,0,1,0,0,0.8038,0.8038,0.4019,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
